 sig=    1.000000000000000     
 dt=   1.0000000000000001E-009
 steps=      1000000
 x0=   0.1400000000000000         1.396200000000000      
    9.593700000000000     
 u=    50000.00000000000     
 v_perp=    600000.0000000000     
 
istep         r       z        zeta
   37300    1.1921444056E+00   -1.7342639626E-01    2.0336634531E+01
   37400    1.1836402245E+00   -1.7522979297E-01    2.0385970398E+01
   37500    1.1752252638E+00   -1.7667964183E-01    2.0435695194E+01
   37600    1.1669241606E+00   -1.7778126278E-01    2.0485812739E+01
   37700    1.1587610961E+00   -1.7854084250E-01    2.0536325504E+01
   37800    1.1507596937E+00   -1.7896544923E-01    2.0587234520E+01
   37900    1.1429429094E+00   -1.7906304959E-01    2.0638539306E+01
   38000    1.1353329163E+00   -1.7884252525E-01    2.0690237790E+01
   38100    1.1279509836E+00   -1.7831368781E-01    2.0742326253E+01
   38200    1.1208173548E+00   -1.7748728949E-01    2.0794799279E+01
   38300    1.1139511289E+00   -1.7637502547E-01    2.0847649723E+01
   38400    1.1073701496E+00   -1.7498952493E-01    2.0900868690E+01
   38500    1.1010909101E+00   -1.7334432603E-01    2.0954445535E+01
   38600    1.0951284798E+00   -1.7145383099E-01    2.1008367883E+01
   38700    1.0894964602E+00   -1.6933323862E-01    2.1062621657E+01
   38800    1.0842069740E+00   -1.6699845189E-01    2.1117191132E+01
   38900    1.0792706913E+00   -1.6446596193E-01    2.1172058998E+01
   39000    1.0746968929E+00   -1.6175271035E-01    2.1227206440E+01
   39100    1.0704935670E+00   -1.5887593667E-01    2.1282613222E+01
   39200    1.0666675308E+00   -1.5585301787E-01    2.1338257794E+01
   39300    1.0632245692E+00   -1.5270131142E-01    2.1394117387E+01
